distance,cab_type,time_stamp,destination,source,price,surge_multiplier,name,ts_hour
1.36,Lyft,2018-12-16 04:30:15.106,Beacon Hill,Haymarket Square,7.0,1.0,Lyft,2018-12-16 04:00:00
3.22,Uber,2018-12-04 00:07:56.911,North Station,Northeastern University,10.0,1.0,UberPool,2018-12-04 00:00:00
1.03,Lyft,2018-11-27 05:18:21.992,North End,North Station,13.5,1.0,Lux,2018-11-27 05:00:00
3.08,Lyft,2018-12-15 18:30:09.866,Fenway,Theatre District,34.0,1.0,Lux Black XL,2018-12-15 18:00:00
3.45,Uber,2018-11-29 23:57:58.653,South Station,Back Bay,12.0,1.0,WAV,2018-11-29 23:00:00
3.07,Uber,2018-12-16 08:30:12.443,North Station,Fenway,11.5,1.0,WAV,2018-12-16 08:00:00
0.48,Lyft,2018-11-27 21:42:23.023,South Station,Financial District,9.0,1.0,Lyft XL,2018-11-27 21:00:00
1.09,Lyft,2018-12-17 02:35:14.117,North End,North Station,13.5,1.0,Lux,2018-12-17 02:00:00
1.73,Lyft,2018-12-14 10:05:11.174,Haymarket Square,Theatre District,30.0,1.0,Lux Black XL,2018-12-14 10:00:00
1.35,Lyft,2018-12-16 06:50:05.251,South Station,Back Bay,30.0,1.0,Lux Black XL,2018-12-16 06:00:00
1.68,Uber,2018-12-03 11:13:04.831,South Station,Back Bay,10.0,1.0,UberPool,2018-12-03 11:00:00
1.49,Lyft,2018-11-27 02:39:21.948,Back Bay,Fenway,13.5,1.0,Lux,2018-11-27 02:00:00
1.73,Lyft,2018-12-18 14:50:07.517,Haymarket Square,Theatre District,3.0,1.0,Shared,2018-12-18 14:00:00
0.76,Lyft,2018-12-01 17:43:03.789,Haymarket Square,West End,7.0,1.0,Lyft,2018-12-01 17:00:00
1.5,Lyft,2018-12-15 11:20:04.558,Back Bay,Boston University,5.0,1.0,Shared,2018-12-15 11:00:00
0.91,Uber,2018-11-26 22:51:10.706,Beacon Hill,Haymarket Square,7.0,1.0,UberX,2018-11-26 22:00:00
1.12,Lyft,2018-12-18 08:40:10.774,Northeastern University,Back Bay,7.0,1.0,Lyft,2018-12-18 08:00:00
1.34,Uber,2018-12-15 17:15:11.663,Fenway,Back Bay,8.0,1.0,WAV,2018-12-15 17:00:00
2.87,Lyft,2018-12-04 01:42:58.885,Boston University,West End,10.5,1.0,Lyft,2018-12-04 01:00:00
1.45,Lyft,2018-11-28 15:26:23.020,Back Bay,Fenway,19.5,1.25,Lux,2018-11-28 15:00:00
1.17,Lyft,2018-11-30 18:12:57.623,Theatre District,South Station,10.5,1.0,Lyft XL,2018-11-30 18:00:00
4.48,Uber,2018-12-01 02:11:11.406,Fenway,Financial District,13.0,1.0,WAV,2018-12-01 02:00:00
4.48,Uber,2018-12-15 18:30:11.361,Fenway,Financial District,21.5,1.0,WAV,2018-12-15 18:00:00
0.63,Uber,2018-12-03 22:03:02.203,Financial District,South Station,7.5,1.0,UberX,2018-12-03 22:00:00
2.19,Uber,2018-12-13 23:15:10.707,North End,Beacon Hill,8.5,1.0,WAV,2018-12-13 23:00:00
0.55,Uber,2018-12-01 16:58:03.384,South Station,Theatre District,7.0,1.0,WAV,2018-12-01 16:00:00
1.06,Uber,2018-11-27 23:24:23.427,North End,West End,26.0,1.0,Black SUV,2018-11-27 23:00:00
3.39,Lyft,2018-12-15 21:40:12.797,Northeastern University,Financial District,38.5,1.0,Lux Black XL,2018-12-15 21:00:00
2.46,Uber,2018-12-14 23:15:03.644,Beacon Hill,Fenway,19.5,1.0,Black,2018-12-14 23:00:00
3.2,Lyft,2018-12-16 13:00:14.477,Fenway,North Station,34.0,1.0,Lux Black XL,2018-12-16 13:00:00
1.49,Uber,2018-11-27 02:48:22.173,North End,Beacon Hill,8.5,1.0,UberPool,2018-11-27 02:00:00
2.46,Lyft,2018-12-16 16:40:03.562,Beacon Hill,Northeastern University,38.5,1.5,Lux Black,2018-12-16 16:00:00
3.06,Lyft,2018-12-01 23:57:56.277,Northeastern University,West End,27.5,1.0,Lux Black,2018-12-01 23:00:00
3.29,Lyft,2018-12-14 14:20:10.199,Northeastern University,North Station,22.5,1.25,Lyft XL,2018-12-14 14:00:00
0.63,Lyft,2018-11-28 22:26:08.016,Financial District,South Station,19.5,1.25,Lux Black,2018-11-28 22:00:00
1.79,Uber,2018-12-02 02:37:58.944,Back Bay,Haymarket Square,18.0,1.0,Black,2018-12-02 02:00:00
4.74,Uber,2018-12-15 15:45:11.723,Financial District,Boston University,9.5,1.0,UberPool,2018-12-15 15:00:00
2.43,Uber,2018-12-16 11:55:06.304,North End,Beacon Hill,10.5,1.0,UberX,2018-12-16 11:00:00
1.6,Uber,2018-11-27 22:06:25.187,Back Bay,Fenway,18.5,1.0,UberXL,2018-11-27 22:00:00
1.34,Uber,2018-12-14 07:20:09.629,Fenway,Back Bay,16.0,1.0,Black,2018-12-14 07:00:00
1.5,Lyft,2018-11-30 03:08:01.696,South Station,Beacon Hill,7.0,1.0,Lyft,2018-11-30 03:00:00
0.64,Lyft,2018-12-16 08:30:07.419,West End,Haymarket Square,3.5,1.0,Shared,2018-12-16 08:00:00
2.09,Lyft,2018-12-03 22:33:02.970,North End,Beacon Hill,7.0,1.0,Shared,2018-12-03 22:00:00
1.53,Lyft,2018-12-18 12:15:03.662,Back Bay,Boston University,7.0,1.0,Lyft,2018-12-18 12:00:00
2.1,Lyft,2018-12-04 05:57:59.590,Northeastern University,Theatre District,19.5,1.0,Lux,2018-12-04 05:00:00
1.15,Lyft,2018-12-01 17:02:59.413,North End,Financial District,5.0,1.0,Shared,2018-12-01 17:00:00
2.66,Uber,2018-12-15 09:55:12.723,Fenway,Theatre District,9.0,1.0,UberPool,2018-12-15 09:00:00
4.46,Lyft,2018-12-18 14:45:12.481,Financial District,Fenway,9.0,1.0,Shared,2018-12-18 14:00:00
1.35,Uber,2018-12-15 11:40:09.449,Haymarket Square,Beacon Hill,17.0,1.0,Black,2018-12-15 11:00:00
2.48,Uber,2018-12-02 04:43:05.099,South Station,Beacon Hill,9.5,1.0,UberX,2018-12-02 04:00:00
1.21,Uber,2018-11-29 10:37:58.359,North End,Financial District,8.0,1.0,WAV,2018-11-29 10:00:00
3.53,Uber,2018-11-26 12:59:09.599,Back Bay,South Station,28.0,1.0,Black,2018-11-26 12:00:00
0.39,Uber,2018-12-14 16:45:07.757,South Station,Financial District,7.0,1.0,UberX,2018-12-14 16:00:00
3.22,Uber,2018-12-17 21:00:13.581,North Station,Northeastern University,34.5,1.0,Black SUV,2018-12-17 21:00:00
0.49,Uber,2018-11-30 01:53:02.312,North Station,Haymarket Square,15.0,1.0,Black,2018-11-30 01:00:00
3.41,Uber,2018-12-15 18:25:05.263,Northeastern University,Financial District,25.0,1.0,Black,2018-12-15 18:00:00
2.84,Uber,2018-12-16 03:35:03.647,North End,Back Bay,28.0,1.0,Black,2018-12-16 03:00:00
1.51,Uber,2018-11-27 17:33:23.815,Boston University,Back Bay,7.5,1.0,WAV,2018-11-27 17:00:00
2.16,Lyft,2018-12-13 19:55:04.087,Back Bay,South Station,19.5,1.0,Lux,2018-12-13 19:00:00
1.27,Uber,2018-12-02 20:48:02.827,West End,North End,27.0,1.0,Black SUV,2018-12-02 20:00:00
2.8,Uber,2018-12-02 16:23:01.762,Boston University,West End,10.0,1.0,UberPool,2018-12-02 16:00:00
2.61,Uber,2018-11-27 04:24:22.050,Beacon Hill,Northeastern University,10.5,1.0,UberX,2018-11-27 04:00:00
0.75,Lyft,2018-11-29 11:22:55.905,Haymarket Square,North Station,10.5,1.0,Lux,2018-11-29 11:00:00
0.49,Uber,2018-11-26 06:28:02.265,North Station,Haymarket Square,7.0,1.0,WAV,2018-11-26 06:00:00
1.1,Uber,2018-12-16 20:50:09.369,Northeastern University,Back Bay,7.5,1.0,UberX,2018-12-16 20:00:00
2.61,Uber,2018-12-02 18:43:02.348,Beacon Hill,Northeastern University,18.5,1.0,Black,2018-12-02 18:00:00
3.04,Lyft,2018-12-14 02:50:03.589,West End,Boston University,47.5,2.0,Lux Black,2018-12-14 02:00:00
0.66,Lyft,2018-11-28 00:48:23.717,Financial District,South Station,16.5,1.0,Lux Black,2018-11-28 00:00:00
1.14,Lyft,2018-12-15 12:05:12.684,Financial District,North End,7.0,1.0,Lyft,2018-12-15 12:00:00
3.97,Uber,2018-11-27 18:18:21.938,Financial District,Fenway,26.0,1.0,UberX,2018-11-27 18:00:00
2.74,Lyft,2018-11-30 01:22:59.072,West End,Northeastern University,22.5,1.0,Lux Black,2018-11-30 01:00:00
1.52,Lyft,2018-12-01 19:48:00.404,Theatre District,North End,13.5,1.0,Lyft XL,2018-12-01 19:00:00
0.49,Uber,2018-12-03 20:43:03.632,North Station,Haymarket Square,7.0,1.0,UberX,2018-12-03 20:00:00
1.21,Lyft,2018-12-03 12:42:57.529,North End,North Station,16.5,1.0,Lux Black,2018-12-03 12:00:00
1.64,Uber,2018-11-26 22:32:32.343,Back Bay,Northeastern University,8.5,1.0,WAV,2018-11-26 22:00:00
3.26,Uber,2018-12-01 09:03:01.728,West End,Boston University,10.5,1.0,UberX,2018-12-01 09:00:00
0.39,Uber,2018-12-17 12:50:11.387,South Station,Financial District,5.5,1.0,UberPool,2018-12-17 12:00:00
1.51,Uber,2018-12-03 03:48:06.096,Boston University,Back Bay,15.0,1.0,Black,2018-12-03 03:00:00
0.64,Lyft,2018-12-14 03:05:08.324,South Station,Theatre District,11.0,1.0,Lux,2018-12-14 03:00:00
2.07,Lyft,2018-11-30 17:57:56.179,South Station,North Station,22.5,1.0,Lux Black,2018-11-30 17:00:00
1.73,Lyft,2018-11-29 05:57:59.407,West End,South Station,5.0,1.0,Shared,2018-11-29 05:00:00
2.27,Lyft,2018-11-30 00:17:56.174,South Station,Beacon Hill,5.0,1.0,Shared,2018-11-30 00:00:00
2.38,Lyft,2018-11-29 00:02:08.498,Back Bay,Haymarket Square,3.5,1.0,Shared,2018-11-29 00:00:00
0.39,Uber,2018-11-28 10:26:07.852,South Station,Financial District,16.0,1.0,Black,2018-11-28 10:00:00
1.74,Lyft,2018-11-27 05:39:22.026,North End,Theatre District,13.5,1.0,Lyft XL,2018-11-27 05:00:00
1.1,Lyft,2018-11-27 04:15:22.169,North Station,North End,16.5,1.0,Lux Black,2018-11-27 04:00:00
2.48,Lyft,2018-11-26 15:41:10.195,Beacon Hill,South Station,30.0,1.0,Lux Black XL,2018-11-26 15:00:00
1.1,Uber,2018-12-14 13:00:09.037,Northeastern University,Back Bay,9.5,1.0,UberX,2018-12-14 13:00:00
1.21,Uber,2018-11-28 15:11:26.394,North End,Financial District,9.5,1.0,WAV,2018-11-28 15:00:00
1.54,Lyft,2018-12-15 09:40:06.603,Theatre District,North End,19.5,1.0,Lux Black,2018-12-15 09:00:00
3.27,Lyft,2018-11-26 14:56:09.871,North Station,Northeastern University,19.5,1.0,Lyft XL,2018-11-26 14:00:00
1.3,Lyft,2018-11-26 18:56:09.789,Haymarket Square,Beacon Hill,13.5,1.0,Lyft XL,2018-11-26 18:00:00
5.08,Lyft,2018-12-16 02:00:13.448,Boston University,Financial District,27.5,1.0,Lyft XL,2018-12-16 02:00:00
2.0,Lyft,2018-12-01 01:48:02.248,Theatre District,Northeastern University,16.5,1.0,Lux,2018-12-01 01:00:00
3.07,Lyft,2018-11-29 13:47:58.842,Northeastern University,West End,16.5,1.0,Lyft XL,2018-11-29 13:00:00
3.34,Lyft,2018-11-30 05:43:04.191,Northeastern University,North Station,27.5,1.0,Lux Black,2018-11-30 05:00:00
3.14,Lyft,2018-11-30 18:43:01.665,Boston University,North Station,19.5,1.0,Lyft XL,2018-11-30 18:00:00
1.91,Lyft,2018-11-26 21:56:09.828,Beacon Hill,North End,7.0,1.0,Shared,2018-11-26 21:00:00
0.39,Uber,2018-12-13 17:10:09.766,South Station,Financial District,7.0,1.0,UberX,2018-12-13 17:00:00
1.27,Lyft,2018-12-14 20:55:12.978,Theatre District,Haymarket Square,5.0,1.0,Shared,2018-12-14 20:00:00
1.56,Uber,2018-12-04 05:08:02.279,Back Bay,Boston University,26.0,1.0,Black SUV,2018-12-04 05:00:00
2.12,Uber,2018-12-16 03:10:11.192,South Station,North Station,9.0,1.0,UberPool,2018-12-16 03:00:00
5.14,Lyft,2018-12-16 04:20:10.571,Boston University,Financial District,10.5,1.0,Shared,2018-12-16 04:00:00
1.37,Lyft,2018-12-03 00:28:03.364,Haymarket Square,Beacon Hill,10.5,1.75,Lyft,2018-12-03 00:00:00
1.22,Uber,2018-12-16 06:55:11.884,West End,North End,26.0,1.0,Black SUV,2018-12-16 06:00:00
2.72,Uber,2018-11-29 19:33:00.330,West End,Fenway,35.0,1.0,Black SUV,2018-11-29 19:00:00
1.97,Lyft,2018-12-17 12:20:08.563,Back Bay,Haymarket Square,16.5,1.0,Lux,2018-12-17 12:00:00
2.62,Uber,2018-11-30 21:43:02.639,Boston University,Theatre District,9.5,1.0,UberX,2018-11-30 21:00:00
1.35,Uber,2018-12-13 13:00:09.176,Haymarket Square,Beacon Hill,13.0,1.0,UberXL,2018-12-13 13:00:00
2.4,Lyft,2018-12-14 04:45:12.988,North End,Back Bay,22.5,1.0,Lux Black,2018-12-14 04:00:00
2.96,Lyft,2018-12-03 04:33:03.237,Theatre District,Boston University,16.5,1.0,Lyft XL,2018-12-03 04:00:00
0.97,Lyft,2018-12-18 14:45:15.978,Financial District,Haymarket Square,27.5,1.0,Lux Black XL,2018-12-18 14:00:00
3.08,Uber,2018-12-04 05:07:58.164,North Station,Fenway,11.5,1.0,WAV,2018-12-04 05:00:00
2.66,Uber,2018-11-29 06:43:00.320,Fenway,Theatre District,28.5,1.0,Black SUV,2018-11-29 06:00:00
1.8,Uber,2018-11-27 22:24:24.684,Northeastern University,Theatre District,9.5,1.0,UberX,2018-11-27 22:00:00
1.22,Lyft,2018-11-29 03:53:08.404,Theatre District,Haymarket Square,13.5,1.0,Lux,2018-11-29 03:00:00
7.46,Uber,2018-11-29 02:59:21.547,Northeastern University,Financial District,45.0,1.0,Black SUV,2018-11-29 02:00:00
2.85,Uber,2018-11-28 23:03:38.565,Northeastern University,Beacon Hill,11.5,1.0,UberX,2018-11-28 23:00:00
3.48,Lyft,2018-12-15 10:45:09.202,Financial District,Fenway,38.5,1.0,Lux Black XL,2018-12-15 10:00:00
0.91,Uber,2018-12-14 23:25:11.263,Beacon Hill,Haymarket Square,16.0,1.0,Black,2018-12-14 23:00:00
3.51,Lyft,2018-12-18 06:55:10.660,North Station,Boston University,19.5,1.0,Lux,2018-12-18 06:00:00
2.49,Lyft,2018-11-27 07:39:23.312,Fenway,Beacon Hill,7.0,1.0,Shared,2018-11-27 07:00:00
1.19,Lyft,2018-11-28 11:11:24.376,Theatre District,South Station,16.5,1.0,Lux Black,2018-11-28 11:00:00
2.2,Uber,2018-12-15 06:15:03.718,Haymarket Square,Back Bay,31.5,1.0,Black SUV,2018-12-15 06:00:00
3.0,Lyft,2018-12-15 02:40:07.044,Theatre District,Boston University,42.5,1.25,Lux Black XL,2018-12-15 02:00:00
2.3,Lyft,2018-12-02 01:33:02.908,Boston University,Beacon Hill,16.5,1.0,Lyft XL,2018-12-02 01:00:00
1.48,Lyft,2018-11-28 13:59:07.845,Boston University,Back Bay,26.0,1.0,Lux Black XL,2018-11-28 13:00:00
1.12,Uber,2018-12-01 19:43:02.461,Theatre District,South Station,26.0,1.0,Black SUV,2018-12-01 19:00:00
0.62,Uber,2018-11-26 19:20:10.989,West End,Haymarket Square,7.5,1.0,UberPool,2018-11-26 19:00:00
2.33,Uber,2018-12-13 12:25:08.215,North End,Back Bay,9.0,1.0,UberPool,2018-12-13 12:00:00
2.47,Lyft,2018-12-17 22:55:08.784,Northeastern University,Beacon Hill,16.5,1.0,Lux,2018-12-17 22:00:00
2.19,Uber,2018-11-26 23:33:14.358,North End,Beacon Hill,8.0,1.0,UberPool,2018-11-26 23:00:00
2.04,Lyft,2018-12-17 09:10:09.557,North End,Beacon Hill,7.0,1.0,Shared,2018-12-17 09:00:00
2.41,Lyft,2018-11-30 17:52:59.763,Beacon Hill,South Station,13.5,1.0,Lyft XL,2018-11-30 17:00:00
1.56,Uber,2018-12-17 01:10:05.897,Back Bay,Boston University,12.5,1.0,UberXL,2018-12-17 01:00:00
2.79,Uber,2018-12-02 21:42:58.424,Beacon Hill,Boston University,33.0,1.0,Black SUV,2018-12-02 21:00:00
0.5,Lyft,2018-11-30 01:02:55.960,South Station,Financial District,16.5,1.0,Lux Black,2018-11-30 01:00:00
3.06,Lyft,2018-12-16 08:50:08.643,West End,Boston University,34.0,1.0,Lux Black XL,2018-12-16 08:00:00
1.25,Lyft,2018-12-03 01:47:56.043,West End,North End,27.5,1.0,Lux Black XL,2018-12-03 01:00:00
1.71,Uber,2018-12-02 16:13:04.721,West End,South Station,8.5,1.0,UberX,2018-12-02 16:00:00
0.58,Lyft,2018-11-26 23:33:14.681,Financial District,South Station,16.5,1.0,Lux Black,2018-11-26 23:00:00
1.73,Lyft,2018-11-28 22:48:40.348,North End,Theatre District,16.5,1.0,Lux,2018-11-28 22:00:00
0.39,Lyft,2018-11-27 10:15:23.435,South Station,Financial District,9.0,1.0,Lyft XL,2018-11-27 10:00:00
3.15,Lyft,2018-12-02 20:12:58.208,Fenway,North Station,7.0,1.0,Shared,2018-12-02 20:00:00
3.07,Uber,2018-11-27 05:06:23.677,North Station,Fenway,15.0,1.0,WAV,2018-11-27 05:00:00
1.48,Lyft,2018-12-18 04:50:10.979,Fenway,Back Bay,7.0,1.0,Lyft,2018-12-18 04:00:00
1.68,Uber,2018-12-18 06:30:06.805,South Station,Back Bay,17.0,1.0,Black,2018-12-18 06:00:00
2.29,Uber,2018-12-02 13:53:03.442,North Station,South Station,28.5,1.0,Black SUV,2018-12-02 13:00:00
3.61,Uber,2018-11-29 05:53:03.815,Back Bay,North End,37.5,1.0,Black SUV,2018-11-29 05:00:00
2.38,Lyft,2018-11-29 01:03:39.302,Beacon Hill,Fenway,7.0,1.0,Shared,2018-11-29 01:00:00
1.35,Uber,2018-12-01 21:52:58.056,Haymarket Square,Beacon Hill,13.0,1.0,UberXL,2018-12-01 21:00:00
2.97,Lyft,2018-11-28 18:41:23.114,Northeastern University,Theatre District,5.0,1.0,Shared,2018-11-28 18:00:00
1.35,Uber,2018-11-27 05:12:22.225,Haymarket Square,Beacon Hill,9.0,1.0,WAV,2018-11-27 05:00:00
6.97,Uber,2018-12-13 15:45:14.631,Financial District,Northeastern University,16.0,1.0,UberX,2018-12-13 15:00:00
1.51,Lyft,2018-12-14 09:35:08.937,Boston University,Back Bay,7.0,1.0,Shared,2018-12-14 09:00:00
1.79,Uber,2018-12-13 03:59:59.076,South Station,Back Bay,26.0,1.0,Black,2018-12-13 03:00:00
2.86,Uber,2018-12-03 04:18:00.720,West End,Northeastern University,8.5,1.0,UberPool,2018-12-03 04:00:00
3.01,Uber,2018-12-17 01:00:04.052,Boston University,North Station,12.0,1.0,UberX,2018-12-17 01:00:00
4.55,Uber,2018-11-27 19:42:22.229,Financial District,Northeastern University,11.5,1.0,UberX,2018-11-27 19:00:00
2.45,Uber,2018-11-29 00:49:10.605,Northeastern University,Financial District,25.0,1.0,Black,2018-11-29 00:00:00
2.57,Lyft,2018-11-29 17:42:56.049,Beacon Hill,South Station,7.0,1.0,Shared,2018-11-29 17:00:00
3.04,Uber,2018-11-27 14:51:21.911,West End,Boston University,9.5,1.0,UberPool,2018-11-27 14:00:00
2.71,Uber,2018-12-15 08:50:04.250,West End,Fenway,9.0,1.0,UberPool,2018-12-15 08:00:00
2.27,Uber,2018-11-30 06:28:01.680,Boston University,Beacon Hill,11.5,1.0,WAV,2018-11-30 06:00:00
0.46,Lyft,2018-11-27 05:39:22.164,North Station,Haymarket Square,7.0,1.0,Lyft,2018-11-27 05:00:00
2.66,Uber,2018-12-03 07:52:59.095,Fenway,Theatre District,10.5,1.0,UberX,2018-12-03 07:00:00
2.73,Uber,2018-11-26 22:42:24.873,Back Bay,North End,33.5,1.0,Black SUV,2018-11-26 22:00:00
1.61,Uber,2018-12-17 16:35:07.640,Haymarket Square,Theatre District,12.0,1.0,UberXL,2018-12-17 16:00:00
3.23,Lyft,2018-11-29 19:53:00.109,North Station,Northeastern University,7.0,1.0,Shared,2018-11-29 19:00:00
2.81,Lyft,2018-11-30 14:38:05.905,West End,Fenway,45.5,1.25,Lux Black XL,2018-11-30 14:00:00
4.72,Uber,2018-12-01 22:53:02.116,Financial District,Boston University,14.0,1.0,UberX,2018-12-01 22:00:00
0.39,Uber,2018-11-26 15:23:10.048,South Station,Financial District,6.5,1.0,UberPool,2018-11-26 15:00:00
3.08,Uber,2018-11-29 15:02:58.570,Northeastern University,West End,11.0,1.0,UberX,2018-11-29 15:00:00
2.67,Lyft,2018-12-15 00:45:13.800,North End,Back Bay,19.5,1.0,Lux,2018-12-15 00:00:00
1.25,Uber,2018-12-15 19:50:11.133,Haymarket Square,Financial District,27.5,1.0,Black SUV,2018-12-15 19:00:00
3.17,Uber,2018-12-03 06:38:03.044,West End,Northeastern University,21.5,1.0,Black,2018-12-03 06:00:00
3.2,Uber,2018-11-30 18:03:02.647,North Station,Northeastern University,10.5,1.0,UberX,2018-11-30 18:00:00
1.08,Lyft,2018-12-02 19:27:57.878,Northeastern University,Back Bay,5.0,1.0,Shared,2018-12-02 19:00:00
1.36,Uber,2018-12-13 18:50:10.867,Haymarket Square,Beacon Hill,12.5,1.0,UberXL,2018-12-13 18:00:00
0.68,Uber,2018-12-09 23:53:28.677,West End,Haymarket Square,7.5,1.0,WAV,2018-12-09 23:00:00
2.91,Lyft,2018-12-03 22:47:58.157,Back Bay,North End,34.0,1.0,Lux Black XL,2018-12-03 22:00:00
3.45,Lyft,2018-12-14 06:35:06.798,Northeastern University,Financial District,19.5,1.0,Lyft XL,2018-12-14 06:00:00
2.62,Uber,2018-12-01 10:12:55.650,Beacon Hill,Northeastern University,9.5,1.0,WAV,2018-12-01 10:00:00
1.08,Lyft,2018-11-28 23:14:07.934,North End,West End,11.0,1.0,Lyft XL,2018-11-28 23:00:00
4.48,Uber,2018-11-27 12:42:22.232,Fenway,Financial District,12.0,1.0,WAV,2018-11-27 12:00:00
1.0,Uber,2018-12-04 00:03:02.284,North End,West End,8.0,1.0,UberPool,2018-12-04 00:00:00
2.63,Uber,2018-11-28 11:31:24.862,Northeastern University,Beacon Hill,10.5,1.0,WAV,2018-11-28 11:00:00
0.98,Uber,2018-12-16 12:45:04.222,North End,West End,27.5,1.0,Black SUV,2018-12-16 12:00:00
2.33,Uber,2018-11-27 09:36:23.731,North End,Back Bay,29.5,1.0,Black SUV,2018-11-27 09:00:00
2.81,Lyft,2018-11-27 23:57:22.212,West End,Fenway,10.5,1.0,Lyft,2018-11-27 23:00:00
2.95,Lyft,2018-12-03 05:48:00.863,Fenway,West End,11.0,1.0,Lyft,2018-12-03 05:00:00
2.84,Lyft,2018-12-02 01:33:04.346,West End,Northeastern University,22.5,1.0,Lux Black,2018-12-02 01:00:00
1.11,Uber,2018-12-16 20:15:12.585,West End,North End,12.0,1.0,UberXL,2018-12-16 20:00:00
0.63,Lyft,2018-12-03 00:38:04.027,Haymarket Square,North Station,5.0,1.0,Shared,2018-12-03 00:00:00
2.83,Lyft,2018-11-26 17:59:09.872,West End,Northeastern University,22.5,1.0,Lux,2018-11-26 17:00:00
0.92,Uber,2018-12-18 01:40:08.773,North Station,North End,16.0,1.0,Black,2018-12-18 01:00:00
1.5,Uber,2018-12-10 02:13:38.848,Back Bay,Fenway,7.5,1.0,UberPool,2018-12-10 02:00:00
2.69,Lyft,2018-11-27 14:12:22.267,Theatre District,Fenway,32.5,1.0,Lux Black XL,2018-11-27 14:00:00
3.36,Lyft,2018-11-29 10:43:03.933,North Station,Northeastern University,22.5,1.0,Lux,2018-11-29 10:00:00
2.41,Lyft,2018-12-01 01:22:56.670,Beacon Hill,North End,30.0,1.0,Lux Black XL,2018-12-01 01:00:00
1.16,Uber,2018-11-26 16:50:10.861,Theatre District,Haymarket Square,7.5,1.0,UberX,2018-11-26 16:00:00
2.98,Uber,2018-12-14 01:55:14.672,Theatre District,Boston University,23.0,1.0,Black,2018-12-14 01:00:00
2.33,Lyft,2018-11-28 23:48:38.557,Boston University,Beacon Hill,30.0,1.75,Lux,2018-11-28 23:00:00
1.45,Lyft,2018-11-26 23:48:14.376,Boston University,Back Bay,19.5,1.0,Lux Black,2018-11-26 23:00:00
5.37,Lyft,2018-12-04 00:48:00.167,Boston University,Financial District,34.0,1.0,Lux Black,2018-12-04 00:00:00
1.8,Uber,2018-12-14 14:20:09.687,Northeastern University,Theatre District,10.5,1.0,WAV,2018-12-14 14:00:00
1.08,Uber,2018-11-29 21:48:04.390,Northeastern University,Back Bay,15.0,1.0,Black,2018-11-29 21:00:00
2.32,Uber,2018-11-30 10:13:03.780,Haymarket Square,Back Bay,12.0,1.0,WAV,2018-11-30 10:00:00
0.55,Uber,2018-11-27 09:51:22.181,South Station,Theatre District,27.5,1.0,Black SUV,2018-11-27 09:00:00
2.12,Lyft,2018-12-03 17:58:03.611,Back Bay,Boston University,16.5,1.0,Lux,2018-12-03 17:00:00
2.38,Lyft,2018-11-30 20:23:09.208,South Station,Beacon Hill,16.5,1.0,Lyft XL,2018-11-30 20:00:00
3.37,Uber,2018-12-16 11:50:03.543,Northeastern University,North Station,18.5,1.0,UberXL,2018-12-16 11:00:00
1.75,Lyft,2018-12-13 18:40:05.790,Theatre District,North End,16.5,1.0,Lyft XL,2018-12-13 18:00:00
4.58,Lyft,2018-12-01 17:28:04.658,Financial District,Boston University,22.5,1.0,Lyft XL,2018-12-01 17:00:00
3.22,Lyft,2018-11-27 18:36:22.484,Northeastern University,Financial District,9.0,1.0,Shared,2018-11-27 18:00:00
0.42,Lyft,2018-12-16 09:15:12.069,North Station,Haymarket Square,11.0,1.0,Lux,2018-12-16 09:00:00
0.63,Uber,2018-11-28 22:11:07.985,Financial District,South Station,7.0,1.0,UberX,2018-11-28 22:00:00
3.15,Lyft,2018-12-17 01:45:12.635,Boston University,North Station,26.0,1.0,Lux Black,2018-12-17 01:00:00
2.79,Uber,2018-12-16 00:45:09.484,Beacon Hill,Boston University,23.0,1.0,Black,2018-12-16 00:00:00
1.84,Lyft,2018-11-27 19:30:24.509,North Station,South Station,27.5,1.0,Lux Black XL,2018-11-27 19:00:00
2.47,Lyft,2018-12-01 23:28:00.699,Northeastern University,Beacon Hill,7.0,1.0,Shared,2018-12-01 23:00:00
0.99,Uber,2018-11-28 10:01:35.827,Financial District,Haymarket Square,15.5,1.0,Black,2018-11-28 10:00:00
2.45,Uber,2018-11-27 14:09:23.901,Theatre District,Boston University,16.5,1.0,UberXL,2018-11-27 14:00:00
1.03,Uber,2018-11-28 19:29:08.104,North Station,North End,12.0,1.0,UberXL,2018-11-28 19:00:00
0.68,Lyft,2018-12-03 16:13:02.425,West End,Haymarket Square,11.0,1.0,Lux,2018-12-03 16:00:00
1.41,Uber,2018-11-26 12:47:09.512,Theatre District,North End,13.0,1.0,UberXL,2018-11-26 12:00:00
1.41,Uber,2018-12-16 09:35:12.212,Theatre District,North End,12.0,1.0,UberPool,2018-12-16 09:00:00
3.39,Uber,2018-12-18 07:10:13.008,North Station,Boston University,24.0,1.0,Black,2018-12-18 07:00:00
2.14,Uber,2018-12-13 12:15:07.903,South Station,West End,7.0,1.0,WAV,2018-12-13 12:00:00
0.56,Uber,2018-12-18 18:40:08.893,Haymarket Square,North Station,6.5,1.0,UberPool,2018-12-18 18:00:00
2.46,Uber,2018-12-13 18:15:05.308,Beacon Hill,Fenway,21.0,1.0,Black,2018-12-13 18:00:00
